Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo,Puntaje,Puntaje_v3
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 21, 2024 · 3:29 AM UTC",que chulada así cruzo el tren el río san juan en cadereyta nl miren toda esa agua directo a la presa el cuchillo,4285,551,20,9,https://twitter.com/LoQuePasaEnNL/status/1803993568840945784#m,,['https://video.twimg.com/ext_tw_video/1803993546195898372/pu/pl/H3d3lHRdLo4PEqpe.m3u8?tag=12'],,inundación,-1.2752361744642258,-1.0078316926956177
@ctcastelo,Claudia Tapia Castelo,"Jun 21, 2024 · 2:50 AM UTC",derivado del paso de la tormenta alberto falso es derivado de la necedad de construir en el lecho del río en nl se han dedicado a retar por ambición a la naturaleza hasta cuándo empecemos por cambiar la narrativa cesarmty unrioenelrio,170,42,12,2,https://twitter.com/ctcastelo/status/1803983879419891733#m,,['https://video.twimg.com/ext_tw_video/1803983849229291521/pu/pl/Ft_8CJLwjhpDpbBu.m3u8?tag=12'],,inundación,-0.725983738899231,-1.2596596851944923
@mtygob,Gobierno Monterrey,"Jun 21, 2024 · 2:51 AM UTC",cierres a la vialidad por inundaciones hasta el momento zona sur camino al mirador y lazaro cardenas parque canoas antiguo camino a villa de santiago y avenida la hacienda antiguo camino a villa de santiago y santa anita,90,17,1,0,https://twitter.com/mtygob/status/1803983994243158135#m,,,,inundación,0.1580567359924316,-0.9774683117866516
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 21, 2024 · 2:02 AM UTC",vuelve a arreciar la lluvia en diversas zonas del área metropolitana precaución alberto,126,10,3,0,https://twitter.com/LoQuePasaEnNL/status/1803971622245929454#m,,,,lluvia,-0.2233988642692566,-1.3784712627530098
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 21, 2024 · 12:47 AM UTC",quieren más agua,67,9,8,0,https://twitter.com/LoQuePasaEnNL/status/1803952817935389150#m,,,,no se relaciona,-0.2381144315004348,-1.0559056997299194
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 11:58 PM UTC",les comparto este hermoso video de la bajada de agua en la huasteca de nl para que pongan muy contentos,1295,171,7,1,https://twitter.com/LoQuePasaEnNL/status/1803940453039116760#m,,['https://video.twimg.com/ext_tw_video/1803940423683153920/pu/pl/sOJrYYBExPD_C7_S.m3u8?tag=12'],,inundación,1.6178714903071525,-0.8987576514482498
@LoQuePasaEnNL,@QuePasaEnNL ®️,"Jun 20, 2024 · 11:32 PM UTC",reportan riesgo de desborde del río pesquería en los límites de escobedo y garcía a la altura del libramiento,102,6,0,0,https://twitter.com/LoQuePasaEnNL/status/1803933993525743940#m,"['https://pbs.twimg.com/media/GQjcaEWakAMtHo4.jpg', 'https://pbs.twimg.com/media/GQjcaEZakAAth0L.jpg']",,,inundación,-0.7175219133496284,-1.6376411393284798
@DarkKnightMty,DarkKnightMty,"Jun 20, 2024 · 9:19 PM UTC",lamento mucho que didifoodmx didimexico esté motivando a sus repartidores a salir a exponer sus vidas con todo y las inundaciones ellos no responderán por la vida de sus repartidores que ni siquiera tienen prestaciones de ley monterrey alberto,92,27,10,3,https://twitter.com/DarkKnightMty/status/1803900379685408924#m,['https://pbs.twimg.com/media/GQi91f2WQAAiPPF.jpg'],,,inundación,-1.567416913807392,-1.0857797861099243
@DarkKnightMty,DarkKnightMty,"Jun 20, 2024 · 9:06 PM UTC",la fuerza del agua en el río santa catarina donde la tormenta alberto llenó su cauce monterrey,68,4,0,0,https://twitter.com/DarkKnightMty/status/1803897226919289097#m,,['https://video.twimg.com/ext_tw_video/1803897199132057600/pu/pl/y_jAS-jGbh0fmBEj.m3u8?tag=12'],,inundación,0.5052330046892166,-1.2620789930224419
@ELSEMANARIO_NL,El Semanario de NL,"Jun 21, 2024 · 2:00 AM UTC",continúan las lluvias en la zmm de monterrey por favor extremen precaucionesabimaelsalas andresmijesmx apodacaoficial azucenau cesargarzaarr danielcarrillo eldelaconsty franciscoleonjf gobsannicolas lamiradadeltaxi lcalatorre,6,1,1,0,https://twitter.com/ELSEMANARIO_NL/status/1803971115179741350#m,,['https://video.twimg.com/ext_tw_video/1803970770613248000/pu/pl/SsUBriy6BBJgTVs8.m3u8?tag=12'],,lluvia,-0.5061074048280716,-1.3682592455297709
@LAURA_35,LAURA,"Jun 20, 2024 · 12:56 AM UTC",continúa sin servicio de agua potable la colonia ciudad ideal danielcarrillo gobsannicolas aydmonterrey cicmty,4,1,3,1,https://twitter.com/LAURA_35/status/1803592718699929711#m,,,,eléctrico,-1.149100512266159,-1.029506504535675
@Like_Mty,Likemty,"Jun 19, 2024 · 10:34 PM UTC",y empiezan los memes por la presencia de la lluvia mtyfollow hectorjtrevinot elvazleta berthisbonita elpajonalstacat atentosmtysur eldelaconsty comunidadmitras eduardovarvi judithmedrano,73,23,2,0,https://twitter.com/Like_Mty/status/1803556922433683465#m,,['https://video.twimg.com/ext_tw_video/1803556891932647424/pu/pl/hZ8wJ34FASY3WdXv.m3u8?tag=12'],,lluvia,-0.951787605881691,-1.3832864984869957
@Deadpoolmx2,deadpoolmx,"Jun 18, 2024 · 5:09 PM UTC",todos los regios así esperando la lluvia del ciclón,3,1,0,0,https://twitter.com/Deadpoolmx2/status/1803112936447111452#m,['https://pbs.twimg.com/media/GQXxqRYWIAAGB2Z.jpg'],,,lluvia,1.0801341459155085,-1.4049748219549656
@eldelaconsty,la Consty de San Nico,"Jun 17, 2024 · 10:38 PM UTC",después de años de sequía cuando estábamos en pandemia en tres días se llenaron las presas es más nada más llegaste tú y se nos acabó el agua pinche salación,262,32,25,0,https://twitter.com/eldelaconsty/status/1802833123056710016#m,,,,lluvia,-1.6825668923556805,-1.063100814819336
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 4:12 PM UTC",precauciónvial fidel velazquezbarragan abierto y aforo fluido encharcamientos menores maneje con precaución saldrá el sol por momentos no se confíen seguirán lluvias cicmty gobsannicolas camiondesde lilyolivaresc chaledelafuente,67,26,5,0,https://twitter.com/daniel_carrillo/status/1804185510429982926#m,['https://pbs.twimg.com/media/GQnBKCwXwAAxvkr.jpg'],,,lluvia,-0.7085212729871273,-1.2859496250748634
@camion_desde,🚍Desde El Camión🚏,"Jun 20, 2024 · 6:56 PM UTC",ruta va brindar servicio al menos que digan otra cosa están checando los recorridos para evitar zonas con cierres o afectadas por la lluvia,32,3,5,1,https://twitter.com/camion_desde/status/1803864394285154411#m,,,,lluvia,-0.261252611875534,-1.3550445884466171
@samuel_garcias,Samuel García,"Jun 20, 2024 · 4:40 PM UTC",todos en alerta y en resguardo ni labores ni clases viene lluvia extrema,5388,430,202,48,https://twitter.com/samuel_garcias/status/1803830274599366965#m,['https://pbs.twimg.com/media/GQh-ExwWsAAGboG.jpg'],,,lluvia,-0.7326725348830223,-1.41770413890481
@andresdevilla98,Andrés Delgado,"Jun 20, 2024 · 2:21 PM UTC",mi gerente de tienda aún tiene trabajando a los del turno de la tarde la tienda está por la clínica y no hay transporte le dijo su jefe que podía cerrar y no lo hizo según palabras que dijo siento que no hubo la gran tormenta,12,2,0,0,https://twitter.com/andresdevilla98/status/1803795259291222292#m,,,,no se relaciona,-1.1422329992055893,-1.332926906645298
@gamavisionmx,Gamavisión Noticias,"Jun 20, 2024 · 3:15 AM UTC",usuarios de metrorreynlofi comparten imágenes del estado de los vagones del metro mismos que lucen con filtraciones de agua y encharcamientos en el interior del medio de transporte local monterrey metro metromty,43,12,0,0,https://twitter.com/gamavisionmx/status/1803627653770977701#m,,['https://video.twimg.com/ext_tw_video/1803627615086891009/pu/pl/4_Nuy9ZnWaTd22HR.m3u8?tag=12'],,no se relaciona,0.1962405145168304,-1.1265283487737179
@metrorreynlofi1,Metrorrey Oficial N.L.,"Jun 20, 2024 · 6:36 PM UTC",ponteatento con la tormenta evita salir si no es necesario además considera que las fuertes lluvias están afectando algunas vialidades como la carretera linares galeana la autopista monterrey saltillo y la carretera nacional cuídate y extrema precauciones,7,1,0,1,https://twitter.com/metrorreynlofi1/status/1803859502019584274#m,['https://pbs.twimg.com/media/GQiYqATWkAAI-lE.jpg'],,,lluvia,-1.22639262676239,-1.3783085197210312
@metrorreynlofi1,Metrorrey Oficial N.L.,"Jun 20, 2024 · 1:00 AM UTC",prevengamos inundaciones y ayúdanos a ser parte de la solución no tires basura en la calle así se evita el desbordamientos en las alcantarillas no olvides mantenerte al tanto de las actualizaciones de las fuentes oficiales,5,1,1,0,https://twitter.com/metrorreynlofi1/status/1803593609767428148#m,['https://pbs.twimg.com/media/GQeFNdsWoAAX5jS.jpg'],,,inundación,0.2263695150613784,-1.0764159858226776
@metrorreynlofi1,Metrorrey Oficial N.L.,"Jun 19, 2024 · 10:25 PM UTC",si no es necesario salir de casa mantente a salvo y no salgas ya que las lluvias se incrementarán de forma intensa en el estado,7,0,0,0,https://twitter.com/metrorreynlofi1/status/1803554725519868229#m,['https://pbs.twimg.com/media/GQeDdxBWgAAKWKE.jpg'],,,lluvia,-0.084109291434288,-1.4987627118825912
@metrorreynlofi1,Metrorrey Oficial N.L.,"Jun 19, 2024 · 4:32 PM UTC",te compartimos algunas recomendaciones emitidas por protección civil nuevo león ante las próximas lluvias no olvides mantenerte al tanto de redes oficiales para cualquier actualización,0,0,0,0,https://twitter.com/metrorreynlofi1/status/1803465948860727682#m,['https://pbs.twimg.com/media/GQcyuTLaIAQ2x3G.jpg'],,,lluvia,0.724085733294487,-1.4103621412068605
@MovilidadSN,Movilidad San Nicolas 🚨,"Feb 4, 2024 · 9:05 PM UTC",informevial elemento de movilidadsn dando apoyo a los trabajo de sofocación del incendio pcbsn está trabando para controlado el siniestro cierres viales al momento lópez y caracol lópez y santa rosa dionisio gonzalez y las torres santa rosa y ra avenida gobsannicolas,17,4,1,1,https://twitter.com/MovilidadSN/status/1754249776626020570#m,"['https://pbs.twimg.com/media/GFhY3adbYAEA2Z5.jpg', 'https://pbs.twimg.com/media/GFhY3adbYAAuD-x.jpg']",,,eléctrico,0.9920336417853832,-1.6293333377689123
@MovilidadSN,Movilidad San Nicolas 🚨,"Jan 31, 2024 · 9:00 PM UTC",movilidadsn en movilidadsn te damos las siguientes recomendaciones para que puedas evitar accidentes viales gobsannicolas,3,1,0,0,https://twitter.com/MovilidadSN/status/1752798912937906619#m,['https://pbs.twimg.com/media/GFME5sIX0AAs2LL.png'],,,no se relaciona,0.9158580005168916,-1.2743132635951042
@MovilidadSN,Movilidad San Nicolas 🚨,"Jan 22, 2024 · 1:58 PM UTC",buen día movilidadsn te comparte las siguientes recomendaciones para este dia de lluvia gobsannicolas,6,2,0,0,https://twitter.com/MovilidadSN/status/1749431371741692217#m,['https://pbs.twimg.com/media/GEc6j5hXgAAAH5W.jpg'],,,lluvia,1.1598775940947237,-1.3615364748984575
@MovilidadSN,Movilidad San Nicolas 🚨,"Jan 16, 2024 · 9:38 PM UTC",movilidadsn te damos las siguientes recomendaciones para evitar accidentes,5,2,0,0,https://twitter.com/MovilidadSN/status/1747372895536402615#m,['https://pbs.twimg.com/media/GD_qYgxXUAA-C__.jpg'],,,no se relaciona,0.987560410052538,-1.3258604481816292
@SSP_Apodaca,Policía de Apodaca,"Jun 19, 2024 · 5:49 PM UTC",en las próximas horas se esperan lluvias de moderadas a fuertes en nuestro municipio sigue estas medidas al conducir con pavimento mojado alsiguientenivel,12,4,0,0,https://twitter.com/SSP_Apodaca/status/1803485166738055542#m,['https://pbs.twimg.com/media/GQdEDvbaIAEdtGm.jpg'],,,lluvia,0.6046708896756172,-1.4057969562709332
@SSP_Apodaca,Policía de Apodaca,"Feb 17, 2024 · 3:38 PM UTC",continúa la lluvia en gran parte de nuestro municipio sigue estas medidas al conducir con pavimento mojado alsiguientenivel,6,4,0,0,https://twitter.com/SSP_Apodaca/status/1758878619969933385#m,['https://pbs.twimg.com/media/GGjKyG8WoAAhmdY.jpg'],,,lluvia,1.277268236503005,-1.3967191595584154
@SSP_Apodaca,Policía de Apodaca,"Oct 5, 2023 · 7:00 PM UTC",en las próximas horas se esperan lluvias de moderadas a fuertes en nuestro municipio sigue estas medidas al conducir con pavimento mojado alsiguientenivel,4,3,1,0,https://twitter.com/SSP_Apodaca/status/1710007079438586181#m,['https://pbs.twimg.com/media/F7sqXOtXgAAAidq.jpg'],,,lluvia,0.6046708896756172,-1.4057969562709332
@SSP_Apodaca,Policía de Apodaca,"Aug 22, 2023 · 4:48 PM UTC",se acercan las lluvias a nuestro municipio tus limpiaparabrisas funcionan correctamente conoce el momento adecuando para sustituirlos alsiguientenivel cccicmty mtyfollow asiesmonterrey,5,4,2,0,https://twitter.com/SSP_Apodaca/status/1694028712432296291#m,['https://pbs.twimg.com/media/F4JmHnsW4AMj4fx.jpg'],,,lluvia,1.1974581545218823,-1.3808544147759676
@SSP_Apodaca,Policía de Apodaca,"Jul 6, 2023 · 10:37 PM UTC",precaución inicia la lluvia en varios sectores del municipio te recordamos estas reglas básicas al conducir con pavimento mojado cc cicmty mtyfollow asiesmonterrey,26,13,3,0,https://twitter.com/SSP_Apodaca/status/1677084434313662464#m,['https://pbs.twimg.com/media/F0YzZtVaIAAZzro.jpg'],,,lluvia,-0.948850341141224,-1.3729829927906394
@PC_NuevoLeon,Protección Civil NL,"Jun 21, 2024 · 2:20 AM UTC",ponteatento se reporta lluvia fuerte en autopista monterrey reynosa límites guadalupe y juárez extreme precauciones al conducir ante cualquier emergencia llama al todasytodossomosproteccióncivil,279,35,8,0,https://twitter.com/PC_NuevoLeon/status/1803976260386693471#m,,['https://video.twimg.com/ext_tw_video/1803976236676358144/pu/vid/avc1/848x478/3KQmSyciInF3N0rS.mp4?tag=12'],,lluvia,-1.3836613856256008,-1.4036754127591848
@PC_NuevoLeon,Protección Civil NL,"Jun 21, 2024 · 12:40 AM UTC",ponteatento río santa catarina no bajes la guardia la lluvia continuará de manera fuerte a intensa durante esta nochemadrugada y próximos días extreme precauciones y evite zonas de riesgo ante cualquier emergencia llama al,477,85,6,4,https://twitter.com/PC_NuevoLeon/status/1803951169791762795#m,,['https://video.twimg.com/ext_tw_video/1803951100321488897/pu/vid/avc1/848x384/tEkdiDqP85rO0Jrb.mp4?tag=12'],,lluvia,0.2473500818014145,-1.4014169089496136
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 6:01 PM UTC",ponteatento lluvia fuerte en carretera a mamulique en salinas victoria extreme precauciones y modere su velocidad al conducir seguiremos informando todasytodossomosproteccióncivil,25,6,0,0,https://twitter.com/PC_NuevoLeon/status/1803850661509181657#m,,['https://video.twimg.com/ext_tw_video/1803850623718481920/pu/vid/avc1/478x850/WLEjupdZYfGX822u.mp4?tag=12'],,lluvia,-0.8775792121887207,-1.4032329972833395
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 6:00 PM UTC",ponteatento para cualquier situación de riesgo prepara tu mochila de emergencia no bajemos la guardia las lluvias continuarán durante todo el día de hoy todasytodossomosproteccióncivil,28,12,0,0,https://twitter.com/PC_NuevoLeon/status/1803850521414889941#m,['https://pbs.twimg.com/media/GQiQfWPa0AAsL80.jpg'],,,lluvia,1.4059512168169022,-1.4220485165715218
@conagua_clima,CONAGUA Clima,"Jun 20, 2024 · 7:05 AM UTC",se pronostican lluvias fuertes a muy fuertes descargaseléctricas y rachas de viento de a kmh en entidades del noreste de méxico así como oleaje y posibles trombas marinas en zonas costeras ve los detalles,119,19,1,1,https://twitter.com/conagua_clima/status/1803685664157999481#m,['https://pbs.twimg.com/media/GQf4MsiaIAIAYzJ.jpg'],,,lluvia,0.0860707014799118,-1.2739019133150578
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 4:54 AM UTC",ponteatento av fidel velázquez en san nicolas monterrey se reporta lluvia fuerte extreme precauciones no cruce por avenidas o calles inundadas ante cualquier emergencia llama al todasytodossomosproteccióncivil,350,40,1,3,https://twitter.com/PC_NuevoLeon/status/1803652521191415858#m,,['https://video.twimg.com/ext_tw_video/1803652418577616898/pu/vid/avc1/1280x576/6dcsGUqXRInOnvVr.mp4?tag=12'],,lluvia,-1.508514042943716,-1.4133653305470943
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 4:16 AM UTC",quédateencasa la lluvia continuará durante toda la noche y madrugada del jueves no bajes la guardia ante cualquier emergencia llamar al todasytodossomosproteccióncivil,14,2,1,0,https://twitter.com/PC_NuevoLeon/status/1803642953446957142#m,,,,lluvia,-1.1079637743532658,-1.4085876923054457
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 4:16 AM UTC",ponteatento continuan nuestras unidades de protección civil nuevo león en recorridos de prevención y seguridad ante la presencia de lluvia fuerte que se registra en el estado por la tormenta tropical alberto,114,10,1,0,https://twitter.com/PC_NuevoLeon/status/1803642951240753336#m,,['https://video.twimg.com/ext_tw_video/1803642888686911488/pu/vid/avc1/848x478/Dn_8A24B3aZNT9rB.mp4?tag=12'],,lluvia,1.1314478889107704,-1.3452048292383552
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 2:14 AM UTC",ponteatento carretera miguel aleman rio pesquería se reporta lluvia de ligera a moderada en el lugar extreme precauciones unidades pcnuevoleon en coordinación con corporaciones municipales de protección civil se encuentran atentas a cualquier emergencia,372,66,2,0,https://twitter.com/PC_NuevoLeon/status/1803612455735623831#m,,['https://video.twimg.com/ext_tw_video/1803612391063654401/pu/vid/avc1/848x480/CVUYUXa3vzwfloE8.mp4?tag=12'],,lluvia,-0.3074924051761627,-1.3927561957389116
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 1:24 AM UTC",las lluvias incrementarían de forma importante durante todo este miércoles mateniendose lo que resta del día y durante el jueves y parte del viernes fuertes a localmente intensas en nuevo león,12,4,1,0,https://twitter.com/PC_NuevoLeon/status/1803599824568177048#m,,,,lluvia,-0.5797136873006821,-1.3634742870926857
