Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 2:14 AM UTC",ponteatento carretera miguel aleman rio pesquería se reporta lluvia de ligera a moderada en el lugar extreme precauciones unidades pcnuevoleon en coordinación con corporaciones municipales de protección civil se encuentran atentas a cualquier emergencia,372,66,2,0,https://twitter.com/PC_NuevoLeon/status/1803612455735623831#m,,['https://video.twimg.com/ext_tw_video/1803612391063654401/pu/vid/avc1/848x480/CVUYUXa3vzwfloE8.mp4?tag=12'],,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 1:24 AM UTC",las lluvias incrementarían de forma importante durante todo este miércoles mateniendose lo que resta del día y durante el jueves y parte del viernes fuertes a localmente intensas en nuevo león,12,4,1,0,https://twitter.com/PC_NuevoLeon/status/1803599824568177048#m,,,,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 1:24 AM UTC",las lluvias podrían originar visibilidad reducida deslaves encharcamientos o inundaciones así como incremento en los niveles de rios arroyos en la región del estado,2,1,1,0,https://twitter.com/PC_NuevoLeon/status/1803599822206706016#m,,,,inundación
@PC_NuevoLeon,Protección Civil NL,"Jun 20, 2024 · 1:22 AM UTC",recuerde seguir las recomendaciones que emite protección civil nuevo león para evitar accidentes eviten cruzar ríos arroyos vados pasos a desnivel o corrientes repentinas de agua evite salir de casa si no es necesario evite tirar basura en la calle,5,6,1,0,https://twitter.com/PC_NuevoLeon/status/1803599295951634739#m,,,,no se relaciona
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 9:46 PM UTC",ponteatento av morones prieto y av constitución se reporta lluvia ligera maneje con precaución ante cualquier emergencia llama al todasytodossomosproteccióncivil,138,16,3,0,https://twitter.com/PC_NuevoLeon/status/1803544845853634967#m,,['https://video.twimg.com/ext_tw_video/1803544813419241474/pu/vid/avc1/848x480/8acEpnj9kJQjGihn.mp4?tag=12'],,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 9:45 PM UTC",precaución carretera nacional de norte a sur km se mantiene cerrado carril por trabajos de accidente vial entre vehículos no se reportan personas lesionadas protección civil montemorelos en el lugar seguimos informando,47,4,1,1,https://twitter.com/PC_NuevoLeon/status/1803544652294898169#m,"['https://pbs.twimg.com/media/GQd6TKMaIAMPfBU.jpg', 'https://pbs.twimg.com/media/GQd6TMiaYAA9wIC.jpg', 'https://pbs.twimg.com/media/GQd6TSZaIAEDIKH.jpg']",,,no se relaciona
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 9:45 PM UTC",ponteatento se reporta lluvia intensa en la carretera nacional cercado en santiago nl tome sus precauciones tormentatropicalalberto seguiremos informando,83,8,0,1,https://twitter.com/PC_NuevoLeon/status/1803544613338448131#m,,['https://video.twimg.com/ext_tw_video/1803544577313579008/pu/vid/avc1/848x478/S1dR014OIEvLT1ZV.mp4?tag=12'],,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 5:37 PM UTC",atentos a la alta probabilidad de lluvia durante estos días en el estado mantente al tanto de fuentes oficiales y recomendaciones de protección civil seguimos informando todasytodossomosproteccióncivil,10,2,0,0,https://twitter.com/PC_NuevoLeon/status/1803482169672679566#m,,,,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 5:37 PM UTC",clima durante esta mañana se espera cielo parcialmente nublado y lluvia ocasional con grados por la tarde nublado lluvia fuerte viento y tormenta con grados noche nublado lluvia fuerte y viento con tormenta,54,13,1,1,https://twitter.com/PC_NuevoLeon/status/1803482167692923233#m,['https://pbs.twimg.com/media/GQdBeUeXoAAhTgZ.jpg'],,,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 19, 2024 · 4:56 AM UTC",avisometeorologico en el día de mañana miércoles se pronostica en monterrey y resto del estado lluvia ocasional por la mañana aumentando la intensidad a partir del mediodía tarde y noche con lluvia fuerte o intensa,106,29,1,1,https://twitter.com/PC_NuevoLeon/status/1803290814329790694#m,"['https://pbs.twimg.com/media/GQaTbw6XoAAbN0A.jpg', 'https://pbs.twimg.com/media/GQaTcE1XMAEDA-5.jpg', 'https://pbs.twimg.com/media/GQaTcGDXcAA9w6Q.jpg', 'https://pbs.twimg.com/media/GQaTb41WMAAwwy5.jpg']",,,lluvia
@conagua_clima,CONAGUA Clima,"Jun 19, 2024 · 3:32 AM UTC",en entidades del noreste de méxico se pronostican chubascos con lluvias puntuales fuertes durante las próximas tres horas más información en la imagen,88,13,1,0,https://twitter.com/conagua_clima/status/1803269719669235750#m,['https://pbs.twimg.com/media/GQZ_9gNakAAB-IQ.jpg'],,,lluvia
@conagua_clima,CONAGUA Clima,"Jun 19, 2024 · 12:24 AM UTC",el potencialciclóntropical uno se localiza km al oestenoroeste de celestún yucatán a km al estenoreste de cabo rojo veracruz y a km al este sureste de la pesca tamaulipas mantendrán lluvias de fuertes a torrenciales detalles en,193,42,3,2,https://twitter.com/conagua_clima/status/1803222386579554440#m,['https://pbs.twimg.com/media/GQZUq5JbwAAmZRk.jpg'],,,lluvia
@conagua_clima,CONAGUA Clima,"Jun 19, 2024 · 12:28 AM UTC",para los estados del noreste de méxico se pronostican chubascos y lluvias fuertes con descargaseléctricas durante las siguientes horas los detalles aquí,60,10,0,0,https://twitter.com/conagua_clima/status/1803223398203662453#m,['https://pbs.twimg.com/media/GQZV6O1bIAEv2FA.jpg'],,,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 18, 2024 · 4:15 PM UTC",atentos a los próximos días y la alta probabilidad de lluvia en el estado debido al potencial de ciclón uno actual en el golfo de méxico mantente al tanto de fuentes oficiales y recomendaciones de protección civil seguimos informando todasytodossomosproteccióncivil,9,2,1,0,https://twitter.com/PC_NuevoLeon/status/1803099168170287381#m,,,,lluvia
@conagua_clima,CONAGUA Clima,"Jun 18, 2024 · 12:18 PM UTC",el potencialciclóntropical uno se localiza km al oeste de celestún yucatán y a km al estesureste de la pesca tamaulipas producirá lluvias puntuales intensas en el noreste oriente y sureste de méxico además de la penínsuladeyucatán más información,526,149,0,7,https://twitter.com/conagua_clima/status/1803039531798806665#m,['https://pbs.twimg.com/media/GQWu5DbagAAlvj4.jpg'],,,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 18, 2024 · 3:54 AM UTC",ante el pronóstico de lluvia para los próximos días ponteatento y prepárate antes de salir de casa lleva paraguas zapatos resistentes e impermeable para evitar enfermedades ante cualquier emergencia recuerda llamar al todasytodossomosproteccióncivil,42,10,0,0,https://twitter.com/PC_NuevoLeon/status/1802912854582218786#m,['https://pbs.twimg.com/media/GQU7r-kXMAAs0aJ.jpg'],,,lluvia
@conagua_clima,CONAGUA Clima,"Jun 18, 2024 · 12:38 AM UTC",el potencialciclóntropical uno se localiza km al nornoroeste de frontera tabasco y a km al sureste de la pesca tamaulipas mantendrá lluvias de intensas a torrenciales en el sureste de méxico y la penínsuladeyucatán más información,389,89,4,6,https://twitter.com/conagua_clima/status/1802863432817095046#m,['https://pbs.twimg.com/media/GQUNow2awAAtqoZ.jpg'],,,lluvia
@PC_NuevoLeon,Protección Civil NL,"Jun 17, 2024 · 2:01 PM UTC",atentos a los próximos días y la alta probabilidad de lluvia en el estado debido al sistema de baja presión actual en el golfo de méxico mantente al tanto de fuentes oficiales y recomendaciones de protección civil samuelgarcias nuevoleon,8,2,0,0,https://twitter.com/PC_NuevoLeon/status/1802703203697557849#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 2:32 PM UTC",a dónde va el agua del río santa catarina después de las lluvias en nuevo león aquí te explicamos,5998,1298,133,27,https://twitter.com/ABCNoticiasMX/status/1804160586638348745#m,,['https://video.twimg.com/ext_tw_video/1804159140379369472/pu/vid/avc1/720x720/KB4anRvV0Onip8s6.mp4?tag=12'],,lluvia
@webcamsdemexico,Webcams de México,"Jun 20, 2024 · 11:33 PM UTC",reporta abcnoticiasmx que la cola de caballo en santiago nuevoleón se desbordó por los efectos de las lluvias de alberto los escalones que llevan al punto turístico tienen considerables escurrimientos,781,185,11,0,https://twitter.com/webcamsdemexico/status/1803934173989867834#m,,['https://video.twimg.com/ext_tw_video/1803910681508356096/pu/vid/avc1/720x1280/2A5BviBRVov620IC.mp4?tag=12'],,inundación
@elnortelocal,elnortelocal,"Jun 20, 2024 · 7:05 PM UTC",local ayd pide a la población no beber agua de la llave ya que por las recientes lluvias los procesos de purificación no alcanzan a aclararla,967,242,57,23,https://twitter.com/elnortelocal/status/1803866682655424820#m,,['https://video.twimg.com/ext_tw_video/1803866604289056769/pu/vid/avc1/848x394/LmLZrvuvvD8iUNkA.mp4?tag=12'],,lluvia
@TodosSomosHLM,Hacienda Los Morales,"Jun 11, 2024 · 1:14 AM UTC",nuevamente los vecinos de roble entre conductores y hércules hacienda los morales er sector san nicolás se volvieron a quedar sin energía eléctrica apenas en la madrugada se la reconectaron y hoy con la lluvia de nuevo sin luz cfecontigo cc cicmty,4,2,1,0,https://twitter.com/TodosSomosHLM/status/1800335708869296392#m,,,,lluvia
@TodosSomosHLM,Hacienda Los Morales,"Jun 10, 2024 · 7:33 PM UTC",muy buena lluvia el día de hoy,4,0,1,0,https://twitter.com/TodosSomosHLM/status/1800249939832058213#m,,,,lluvia
@TodosSomosHLM,Hacienda Los Morales,"Jun 7, 2024 · 2:57 AM UTC",hoy si nos tocó mucha lluvia y viento en la zona,3,0,0,0,https://twitter.com/TodosSomosHLM/status/1798912143699636335#m,,,['https://video.twimg.com/tweet_video/GPcFDT1WgAAiQHO.mp4'],lluvia
@NorbertoHdz,cousin richie,"May 26, 2024 · 4:52 PM UTC",cfecontigo sin luz desde las pm de ayer en calle manzanos en hacienda los morales en san nicolás número de reporte d transformador presenta fuga de aceite por favor su apoyo danielcarrillo mariogameztv telediariomty nmasmonterrey todossomoshlm,1,2,1,0,https://twitter.com/NorbertoHdz/status/1794773534679671241#m,,,,eléctrico
@TodosSomosHLM,Hacienda Los Morales,"Apr 26, 2024 · 4:10 PM UTC",peligro por eso suceden los accidentes reportan unidad de cervezamodelomx que transita cuadras en sentido contrario en av mario j montemayor hacienda los morales san nicolás vecinos reportan que siempre lo hace atención movilidadsn danielcarrillo,88,36,11,3,https://twitter.com/TodosSomosHLM/status/1783891384627318865#m,,['https://video.twimg.com/ext_tw_video/1783891333825921024/pu/vid/avc1/478x850/6ez3yW8C__R2o5vK.mp4?tag=12'],,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 18, 2024 · 9:38 PM UTC",tráfico complicado en carretera nacional en ambos sentidos el tráfico de sur a nte llega hasta el heb del uro se produce por un accidente poco antes de lagos del bosque y afecta la vialidad de antiguo camino a villa de santiago sspcmonterrey,21,6,3,2,https://twitter.com/AtentosMTYSur/status/1803180389890146469#m,"['https://pbs.twimg.com/media/GQYvAS_WoAE-SPD.jpg', 'https://pbs.twimg.com/media/GQYvAUEWgAA0xC_.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 18, 2024 · 7:42 PM UTC",reportan trafico lento en carretera nacional de sur a norte por accidente poco antes de gilsa precaución al circular por la zona sspcmonterrey gncarreteras cnacgn,4,0,2,0,https://twitter.com/AtentosMTYSur/status/1803151221383110711#m,"['https://pbs.twimg.com/media/GQYUee9XkAEf4U_.jpg', 'https://pbs.twimg.com/media/GQYUee_XcAETuMU.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 18, 2024 · 6:37 PM UTC",reportan un accidente múltiple al parecer tres autos involucrados en garza sada de sur a norte a la altura del autozone en carril de alta precaución al circular por la zona sspcmonterrey,3,0,1,0,https://twitter.com/AtentosMTYSur/status/1803135085765615980#m,,['https://video.twimg.com/ext_tw_video/1803135046745747456/pu/pl/uw7pFL9ro460poTu.m3u8?tag=12'],,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 18, 2024 · 4:43 PM UTC",reportan cierre parcial por un accidente en cervera del río detrás de plaza esfera en dirección hacia la carretera nacional evite la zona y busque alternativas sspcmonterrey,17,2,3,0,https://twitter.com/AtentosMTYSur/status/1803106175027720655#m,['https://pbs.twimg.com/media/GQXrge7XEAAcOnD.jpg'],,,no se relaciona
@elnorte,EL NORTE,"Jun 17, 2024 · 11:59 PM UTC",entérate suspende estado clases miércoles y jueves por el pronóstico de una tormenta tropical en el golfo que traería fuertes lluvias a nl,218,39,21,10,https://twitter.com/elnorte/status/1802853485861360036#m,,,,lluvia
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 8, 2024 · 6:41 PM UTC",vecinos de cortijo del río reportan su tercer día sin energía después del incendio en un transformador que dejó sin energía a una gran cantidad de vividendas del sector piden desesperadamente que cfecontigo les resuelva no les dan respuesta mtygob nmasmonterrey nelvaldez,55,18,9,0,https://twitter.com/AtentosMTYSur/status/1799512179260989912#m,['https://pbs.twimg.com/media/GPkmynwaYAAgjdY.jpg'],,,eléctrico
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 6, 2024 · 6:57 PM UTC",reportan accidente en garza sada de nte a sur carril central dos vehículos a la altura de burger king poco después del pasó a desnivel de luis elizondo precaución al circular por la zona sspcmonterrey,8,4,0,0,https://twitter.com/AtentosMTYSur/status/1798791403356778687#m,"['https://pbs.twimg.com/media/GPaXP3mWUAAbh3v.jpg', 'https://pbs.twimg.com/media/GPaXP50aEAAZrXc.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 5, 2024 · 9:34 PM UTC",reportan trafico lento en garza sada de nte a sur por accidente en carril central poco antes de walmart las torres precaución al circular por la zona sspcmonterrey,6,1,0,0,https://twitter.com/AtentosMTYSur/status/1798468551445242165#m,"['https://pbs.twimg.com/media/GPVxncXbwAEEgqS.jpg', 'https://pbs.twimg.com/media/GPVxneMaUAATCI7.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 5, 2024 · 8:30 PM UTC",reportan un accidente en garza sada y alfonso reyes sobre la lateral frente a la plaza contry precaución al circular por la zona sspcmonterrey,14,2,0,0,https://twitter.com/AtentosMTYSur/status/1798452339495637449#m,"['https://pbs.twimg.com/media/GPVi3vnaIAAI5rP.jpg', 'https://pbs.twimg.com/media/GPVi30ZaMAA4JbF.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"Jun 1, 2024 · 5:57 PM UTC",accidente por alcance en garza sada de sur a norte a la altura de pletorico en carril de alta precaución al circular por la zona sspcmonterrey,9,3,1,0,https://twitter.com/AtentosMTYSur/status/1796964321546686614#m,"['https://pbs.twimg.com/media/GPAZhpcbAAA_rU2.jpg', 'https://pbs.twimg.com/media/GPAZhuraUAAMXCF.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 28, 2024 · 10:32 PM UTC",reportan un accidente en garza sada de sur a norte a la altura de fuerza civil dos carriles comprometidos precaución al circular por la zona sspcmonterrey,20,3,9,2,https://twitter.com/AtentosMTYSur/status/1795583967124705732#m,"['https://pbs.twimg.com/media/GOsyGe8bcAM_K-j.jpg', 'https://pbs.twimg.com/media/GOsyGe4bcAkw02Y.jpg', 'https://pbs.twimg.com/media/GOsyGlJbcAYt_3t.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 25, 2024 · 10:23 PM UTC",reportan accidente fuerte en carretera nacional de nte a sur a la altura de la plaza omnia dos carriles comprometidos precaución al circular por la zona permita el paso a las unidades de auxilio pcnuevoleon gncarreteras cnacgn,41,7,2,1,https://twitter.com/AtentosMTYSur/status/1794494406273212564#m,,['https://video.twimg.com/ext_tw_video/1794494395917729793/pu/pl/q9JW8cYfX8dtyyd0.m3u8?tag=12'],,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 25, 2024 · 2:58 AM UTC",reportan trafico lento por accidente grave en lázaro cardenas al oriente a la altura de la ladrillera al parecer se trata de un motociclista precaución al circular por la zona sspcmonterrey,8,1,1,0,https://twitter.com/AtentosMTYSur/status/1794201451373404315#m,"['https://pbs.twimg.com/media/GOZItkHW8AAGHbp.jpg', 'https://pbs.twimg.com/media/GOZItkwXYAAV_kM.jpg', 'https://pbs.twimg.com/media/GOZItllWQAAi34o.jpg']",,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 24, 2024 · 11:00 PM UTC",reportan un accidente en alfonso reyes a la altura de avenida las musas en contry tesoro en dirección de revolución a garza sada frente al seven precaución al circular por la zona sspcmonterrey,6,1,1,0,https://twitter.com/AtentosMTYSur/status/1794141500428759160#m,['https://pbs.twimg.com/media/GOYSL93aEAAGW-0.jpg'],,,no se relaciona
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 24, 2024 · 10:10 PM UTC",reportan incendio de pastizal en garza sada de sur a norte poco antes del motel en el cruce de estanzuela y valle alto precaución al circular por la zona permita el paso a las unidades de emergencia bomberosnl pcmty pcnuevoleon,6,2,0,0,https://twitter.com/AtentosMTYSur/status/1794128747735445730#m,"['https://pbs.twimg.com/media/GOYGllAacAA1FqG.jpg', 'https://pbs.twimg.com/media/GOYGlqmbMAA3NDL.jpg']",,,eléctrico
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 24, 2024 · 6:34 PM UTC",reportan incendio en revolución y alfonso reyes sobre el río la silla precaución al circular por la zona permita el paso a los servicios de emergencia pcnuevoleon pcmty bomberosnl,48,12,2,1,https://twitter.com/AtentosMTYSur/status/1794074578584519041#m,,['https://video.twimg.com/ext_tw_video/1794074554211659776/pu/pl/3HqdlSmZoYKfAWiA.m3u8?tag=12'],,eléctrico
@AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,"May 21, 2024 · 8:52 PM UTC",reportan accidente en avenida estanzuela poco después de soriana sspcmonterrey,1,0,0,0,https://twitter.com/AtentosMTYSur/status/1793022020373934370#m,"['https://pbs.twimg.com/media/GOIYBi_WsAAOjUM.jpg', 'https://pbs.twimg.com/media/GOIYBknWIAAUE6b.jpg']",,,no se relaciona
